case_id,date,store_id,sku_id,severity,demand_anomaly_score,shrinkage_score,root_cause,agent_action,human_required
CASE01728,2026-04-09,STORE01,SKU085,0.355,0.324,0.381,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01729,2026-04-09,STORE02,SKU008,0.593,0.604,0.584,expired_disposal,Check disposal log before replenishment.,0
CASE01730,2026-04-09,STORE02,SKU023,0.687,0.608,0.751,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01731,2026-04-09,STORE02,SKU078,0.791,0.548,0.99,expired_disposal,Check disposal log before replenishment.,1
CASE01732,2026-04-09,STORE03,SKU001,0.948,0.563,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01733,2026-04-09,STORE03,SKU015,0.903,0.783,0.729,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01734,2026-04-09,STORE03,SKU020,0.723,0.665,0.498,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01735,2026-04-09,STORE03,SKU031,0.967,0.938,0.99,expired_disposal,Check disposal log before replenishment.,1
CASE01736,2026-04-09,STORE03,SKU038,0.44,0.55,0.35,expired_disposal,Check disposal log before replenishment.,0
CASE01737,2026-04-09,STORE03,SKU050,0.48,0.484,0.476,expired_disposal,Check disposal log before replenishment.,0
CASE01738,2026-04-09,STORE03,SKU073,0.833,0.307,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01739,2026-04-09,STORE04,SKU027,0.909,0.921,0.899,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE01740,2026-04-09,STORE04,SKU081,0.59,0.289,0.563,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01741,2026-04-09,STORE04,SKU082,0.394,0.121,0.345,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01742,2026-04-09,STORE04,SKU085,0.71,0.563,0.558,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01743,2026-04-09,STORE04,SKU097,0.601,0.592,0.608,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01744,2026-04-09,STORE04,SKU099,0.272,0.204,0.327,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01745,2026-04-09,STORE04,SKU100,0.417,0.54,0.317,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01746,2026-04-09,STORE05,SKU007,0.407,0.404,0.409,expired_disposal,Check disposal log before replenishment.,0
CASE01747,2026-04-10,STORE01,SKU052,0.624,0.552,0.41,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01748,2026-04-10,STORE02,SKU024,0.856,0.693,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE01749,2026-04-10,STORE02,SKU039,0.765,0.157,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01750,2026-04-10,STORE02,SKU040,0.802,0.811,0.794,camera_error,Re-run CV from alternate snapshot and lower confidence.,1
CASE01751,2026-04-10,STORE02,SKU054,0.675,0.894,0.496,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01752,2026-04-10,STORE03,SKU041,0.726,0.671,0.499,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01753,2026-04-10,STORE03,SKU068,0.929,0.855,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE01754,2026-04-10,STORE04,SKU060,0.628,0.58,0.668,expired_disposal,Check disposal log before replenishment.,0
CASE01755,2026-04-10,STORE04,SKU070,0.535,0.105,0.614,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01756,2026-04-10,STORE04,SKU081,0.79,0.462,0.786,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01757,2026-04-10,STORE05,SKU082,0.859,0.93,0.529,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01758,2026-04-10,STORE05,SKU083,0.731,0.236,0.863,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01759,2026-04-11,STORE01,SKU019,0.537,0.38,0.392,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01760,2026-04-11,STORE01,SKU058,0.42,0.346,0.481,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01761,2026-04-11,STORE02,SKU002,0.776,0.357,0.846,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01762,2026-04-11,STORE02,SKU052,0.56,0.266,0.528,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01763,2026-04-11,STORE02,SKU053,0.836,0.819,0.578,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01764,2026-04-11,STORE02,SKU057,0.665,0.256,0.726,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01765,2026-04-11,STORE02,SKU084,0.571,0.554,0.312,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01766,2026-04-11,STORE02,SKU096,0.767,0.802,0.465,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01767,2026-04-11,STORE04,SKU031,0.825,0.556,0.773,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01768,2026-04-11,STORE04,SKU050,0.603,0.46,0.447,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01769,2026-04-11,STORE04,SKU083,0.705,0.652,0.476,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01770,2026-04-11,STORE04,SKU098,0.86,0.828,0.613,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01771,2026-04-11,STORE05,SKU022,0.714,0.909,0.555,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01772,2026-04-11,STORE05,SKU068,0.647,0.733,0.576,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01773,2026-04-11,STORE05,SKU082,0.338,0.335,0.341,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01774,2026-04-12,STORE01,SKU013,0.761,0.403,0.781,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01775,2026-04-12,STORE01,SKU020,0.696,0.441,0.632,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01776,2026-04-12,STORE01,SKU045,0.707,0.419,0.943,expired_disposal,Check disposal log before replenishment.,0
CASE01777,2026-04-12,STORE01,SKU060,0.792,0.55,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE01778,2026-04-12,STORE01,SKU093,0.328,0.156,0.469,expired_disposal,Check disposal log before replenishment.,0
CASE01779,2026-04-12,STORE02,SKU059,0.695,0.859,0.288,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01780,2026-04-12,STORE02,SKU092,0.625,0.468,0.48,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01781,2026-04-12,STORE03,SKU013,0.463,0.174,0.699,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01782,2026-04-12,STORE04,SKU006,0.933,0.733,0.824,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01783,2026-04-12,STORE04,SKU037,0.51,0.178,0.509,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01784,2026-04-12,STORE04,SKU066,0.878,0.774,0.69,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01785,2026-04-12,STORE05,SKU005,0.9,0.457,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01786,2026-04-12,STORE05,SKU018,0.484,0.13,0.501,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01787,2026-04-12,STORE05,SKU035,0.966,0.807,0.824,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01788,2026-04-12,STORE05,SKU067,0.57,0.384,0.723,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01789,2026-04-13,STORE01,SKU062,0.552,0.667,0.457,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01790,2026-04-13,STORE01,SKU076,0.547,0.629,0.48,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01791,2026-04-13,STORE01,SKU090,0.549,0.716,0.413,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01792,2026-04-13,STORE01,SKU094,0.55,0.144,0.609,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01793,2026-04-13,STORE02,SKU034,0.587,0.616,0.291,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01794,2026-04-13,STORE03,SKU009,0.639,0.835,0.479,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01795,2026-04-13,STORE03,SKU042,0.71,0.523,0.591,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01796,2026-04-13,STORE03,SKU045,0.367,0.3,0.422,expired_disposal,Check disposal log before replenishment.,0
CASE01797,2026-04-13,STORE03,SKU062,0.3,0.29,0.308,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01798,2026-04-13,STORE03,SKU074,0.528,0.368,0.387,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01799,2026-04-13,STORE03,SKU088,1.023,0.836,0.903,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01800,2026-04-13,STORE03,SKU093,0.472,0.322,0.594,expired_disposal,Check disposal log before replenishment.,0
CASE01801,2026-04-13,STORE04,SKU040,0.966,0.705,0.907,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01802,2026-04-13,STORE04,SKU052,0.587,0.375,0.487,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01803,2026-04-13,STORE05,SKU033,0.425,0.268,0.553,expired_disposal,Check disposal log before replenishment.,0
CASE01804,2026-04-13,STORE05,SKU041,0.734,0.891,0.606,camera_error,Re-run CV from alternate snapshot and lower confidence.,1
CASE01805,2026-04-14,STORE01,SKU064,0.912,0.817,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE01806,2026-04-14,STORE02,SKU013,0.816,0.27,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01807,2026-04-14,STORE02,SKU036,0.559,0.365,0.445,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01808,2026-04-14,STORE02,SKU064,0.584,0.686,0.5,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01809,2026-04-14,STORE02,SKU071,0.582,0.603,0.564,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01810,2026-04-14,STORE02,SKU072,0.347,0.134,0.522,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01811,2026-04-14,STORE03,SKU017,0.96,0.589,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01812,2026-04-14,STORE03,SKU023,0.771,0.75,0.515,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01813,2026-04-14,STORE03,SKU051,0.465,0.567,0.381,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01814,2026-04-14,STORE03,SKU058,0.671,0.95,0.442,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01815,2026-04-14,STORE03,SKU073,0.654,0.284,0.684,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01816,2026-04-14,STORE04,SKU001,0.634,0.697,0.309,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01817,2026-04-14,STORE04,SKU035,0.706,0.644,0.756,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01818,2026-04-14,STORE04,SKU036,0.626,0.946,0.365,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01819,2026-04-14,STORE04,SKU039,0.829,0.885,0.784,expired_disposal,Check disposal log before replenishment.,1
CASE01820,2026-04-14,STORE04,SKU045,0.423,0.26,0.283,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01821,2026-04-14,STORE04,SKU098,0.429,0.381,0.469,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01822,2026-04-14,STORE05,SKU016,0.608,0.592,0.349,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01823,2026-04-14,STORE05,SKU049,0.519,0.676,0.391,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01824,2026-04-15,STORE01,SKU026,0.74,0.524,0.644,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01825,2026-04-15,STORE01,SKU044,0.375,0.36,0.388,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01826,2026-04-15,STORE02,SKU035,0.745,0.844,0.392,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01827,2026-04-15,STORE02,SKU053,0.559,0.734,0.415,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01828,2026-04-15,STORE03,SKU049,0.547,0.727,0.4,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01829,2026-04-15,STORE03,SKU092,0.365,0.419,0.321,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01830,2026-04-15,STORE04,SKU039,0.749,0.884,0.365,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01831,2026-04-15,STORE04,SKU055,0.397,0.135,0.338,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01832,2026-04-15,STORE04,SKU067,0.63,0.274,0.648,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01833,2026-04-15,STORE04,SKU073,1.041,0.77,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01834,2026-04-15,STORE05,SKU064,0.506,0.148,0.526,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01835,2026-04-15,STORE05,SKU093,0.834,0.923,0.488,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01836,2026-04-15,STORE05,SKU100,0.735,0.762,0.44,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01837,2026-04-16,STORE01,SKU021,0.49,0.438,0.532,expired_disposal,Check disposal log before replenishment.,0
CASE01838,2026-04-16,STORE01,SKU036,0.811,0.619,0.695,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01839,2026-04-16,STORE01,SKU069,0.618,0.747,0.513,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01840,2026-04-16,STORE02,SKU003,0.528,0.481,0.567,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01841,2026-04-16,STORE02,SKU070,0.418,0.525,0.331,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01842,2026-04-16,STORE03,SKU005,0.836,0.571,0.78,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01843,2026-04-16,STORE03,SKU033,0.693,0.656,0.45,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01844,2026-04-16,STORE03,SKU090,0.798,0.921,0.425,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01845,2026-04-16,STORE04,SKU031,0.54,0.615,0.478,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01846,2026-04-16,STORE04,SKU072,0.432,0.402,0.457,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01847,2026-04-16,STORE05,SKU021,0.595,0.113,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01848,2026-04-16,STORE05,SKU023,0.603,0.131,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE01849,2026-04-17,STORE01,SKU044,0.404,0.299,0.489,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01850,2026-04-17,STORE01,SKU073,0.85,0.914,0.524,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01851,2026-04-17,STORE02,SKU010,0.573,0.69,0.477,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01852,2026-04-17,STORE02,SKU016,0.736,0.936,0.573,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE01853,2026-04-17,STORE02,SKU022,0.801,0.363,0.886,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE01854,2026-04-17,STORE02,SKU041,0.636,0.732,0.558,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE01855,2026-04-17,STORE02,SKU045,0.561,0.441,0.386,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
